universidad_id,universidad_nombre,universidad_fecha_fundacion,universidad_adscripcion,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,universidad_calle_numero,universidad_colonia,universidad_cp,universidad_telfono1,universidad_pagina_web,email,gmaps_longitud,gmaps_latitud,link_sic,fecha_mod
4105,"Universidad para el Bienestar Benito Juárez García, sede Azcapotzalco","2019-07-30","SEP/Organismo Coordinador de las Universidades para el Bienestar Benito Juárez García",9,"Ciudad de México",2,"Azcapotzalco",1,"Azcapotzalco","Calle Totonacas s/n","Col. Tezozómoc","02459","","","dirvinculacion@ubbj.edu.mx",-99.19662,19.49035,"http://sic.gob.mx/ficha.php?table=universidad&table_id=4105","2024-07-01 13:40:13-06"
315,"UNITEC Cuitláhuac - Universidad Tecnológica de México","1990-01-01","Universidad Tecnológica de Monterrey, S.A.",9,"Ciudad de México",2,"Azcapotzalco",1,"Azcapotzalco","Norte 67 núm. 2346","Col. San Salvador Xochimanca","02870","","","informes@mail.unitec.mx",-99.17499,19.45934,"http://sic.gob.mx/ficha.php?table=universidad&table_id=315","2026-04-09 14:09:20-06"
3541,"Instituto Latinoamericano de la Comunicación Educativa (ILCE), Sede Miramontes","1956-01-01","Particular",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Av. Canal de Miramontes 2549","Col. Prados de Coyoacán","04810","","","infoesae@ilce.edu.mx",-99.16194,19.35021,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3541","2026-01-22 17:51:10-06"
3878,"Universidad TecMilenio, campus Mítikah Coyoacán","1000-01-01","Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM)/Ensañanza e Investigación Superior, A.C.",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Av. Río Churubusco 601","Col. Xoco","03330","","","informes@tecmilenio.edu.mx",-99.16891,19.35986,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3878","2023-12-29 06:06:49-06"
1593,"Universidad Interamericana para el Desarrollo (UNID), campus Taxqueña","2005-09-05","Universidad del Tercer Milenio, S.C.",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Cerro de Jesús 67","Col. Country Club Churubusco","04220","","","taxquena@unid.mx",-99.13966,19.34515,"http://sic.gob.mx/ficha.php?table=universidad&table_id=1593","2025-12-04 14:49:29-06"
410,"Instituto Nacional de Estudios Superiores en Derecho Penal","2001-02-02","Particular",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Av. California 103 ","Col. Parque San Andrés","04040","","","promocionacademica@indepac.edu.mx",-99.14858,19.34592,"http://sic.gob.mx/ficha.php?table=universidad&table_id=410","2021-07-07 10:27:56-05"
3565,"Instituto Nacional de Pediatría","1970-11-06","Gobierno de México",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Insurgentes Sur 3700 C","Col. Insurgentes Cuicuilco","04530","","","",-99.16194,19.35021,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3565","2025-07-01 19:32:27-06"
400,"Instituto Latinoamericano de Estudios de la Familia","1997-07-18","Instituto Latinoamericana de Estudios de la Familia, A.C.",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Odontología 9A Segundo piso","Copilco Universidad","04360","","","direccionclinica@ilef.com.mx ",-99.1826,19.33595,"http://sic.gob.mx/ficha.php?table=universidad&table_id=400","2026-05-25 14:50:47-06"
3560,"Instituto Nacional de Bellas Artes y Literatura (INBAL), Escuela Nacional de Pintura, Escultura y Grabado La Esmeralda","1943-05-31","Secretaría de Cultura/INBAL",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Av. Río Churubusco 79 esq. Calz. de Tlalpan","Col. Country Club","04220","","","difusion.laesmeralda@inba.gob.mx",-99.13923,19.35539,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3560","2025-11-12 11:18:52-06"
2075,"Centro de Estudios Superiores Navales","1970-09-21","Secretaría de Marina (SEMAR)",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Calz. de la Virgen 1800 ","Ex-Ejido de San Pablo Tepetlapa","04840","","","",-99.11705,19.31969,"http://sic.gob.mx/ficha.php?table=universidad&table_id=2075","2024-07-26 09:10:52-06"
3591,"Escuela Superior de Ingeniería Mecánica y Eléctrica ESIME, Unidad Culhuacán","1936-01-01","Instituto Politécnico Nacional",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Av. Santa Ana 1000","Col. San Francisco Culhuacán","04260","","","crm@ipn.mx",-99.1128,19.32852,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3591","2025-12-15 16:42:17-06"
399,"Escuela Superior Villanueva Montaño, S.C.","1992-06-02","Particular",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Calz. de Tlalpan 2441 ","Col. Xotepingo","04610","","","sistemasvm@infosel.net.mx",-99.14068,19.33101,"http://sic.gob.mx/ficha.php?table=universidad&table_id=399","2019-08-14 05:49:03-05"
508,"Universidad del Valle de México,Campus Tlalpan","1960-09-01","Universidad del Valle de México (UVM)",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","San Juan de Dios 6","Col. Ex-Hacienda de San Juan","14370","","","",-99.14011,19.31155,"http://sic.gob.mx/ficha.php?table=universidad&table_id=508","2019-10-30 09:22:46-06"
54,"Universidad Autónoma Metropolitana (UAM), Unidad Xochimilco","1974-11-11","Universidad Autónoma Metropolitana (UAM)",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Calz. del Hueso 1100","Col. Villa Quietud","04960","","","",-99.10299,19.30039,"http://sic.gob.mx/ficha.php?table=universidad&table_id=54","2021-12-09 13:10:13-06"
3689,"Universidad Insurgentes, Plantel Sur II","1000-01-01","Universidad Insurgentes",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Calz. de Tlalpan 1148 ","Col. del Carmen","04100","","","",-99.1403,19.37661,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3689","2025-01-09 10:07:45-06"
403,"Grupo Educativo Anglo Americano, Coyoacán","1998-09-10","Grupo Educativo Anglo Americano S.C.",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Vito Alessio Robles 233","Col. Florida","01030","","","coyoacan@angloamericano.com.mx",-99.15047,19.35223,"http://sic.gob.mx/ficha.php?table=universidad&table_id=403","2019-08-15 08:25:38-05"
3498," Centro Angloeducativo  Miguel Ángel de Quevedo","1000-01-01","Grupo Educativo Anglo Americano S.C.",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Av Miguel Ángel de Quevedo 773","Barrio del Niño Jesús","04620","","","miguelangel@angloamericano.com.mx",-99.16194,19.35021,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3498","2020-12-04 08:33:04-06"
3720,"Universidad Tecnológica Latinoamericana en Línea (UTEL)","2008-01-01","Particular",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Calz. de Tlalpan 2148, oficinas 8 y 9 2do. piso","Col. Campestre Churubusco","04200","","","",-99.16194,19.35021,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3720","2025-09-05 17:44:07-06"
3473,"Escuela Nacional de Conservación, Restauración y Museografía Manuel del Castillo Negrete (ENCRyM)","1966-01-01","Secretaría de Cultura/ INAH",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","General Anaya 187","Col. San Diego Churubusco","04120","","","",-99.14998,19.35482,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3473","2025-09-05 19:29:08-06"
3558,"Instituto Nacional de Bellas Artes y Literatura (INBAL), Escuela Nacional de Danza Clásica y Contemporánea","1977-08-16","Secretaría de Cultura/INBAL",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Av. Río Churubusco 79 esq. Calz. de Tlalpan","Col. Country Club","04220","","","endcc@inba.gob.mx",-99.16194,19.35021,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3558","2025-10-07 19:18:12-06"
3697,"Universidad Internacional","1000-01-01","Particular",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","General Anaya 313","Col. Del Carmen","04100","","","",-99.16194,19.35021,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3697","2019-11-12 06:18:25-06"
3480,"Escuela Normal de México","1987-03-03","Particular",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Viena 241","","04100","","","enm.educadores@gmail.com",-99.16194,19.35021,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3480","2025-08-08 17:53:30-06"
612,"Universidad Nacional Autónoma de México (UNAM)","1551-09-21","UNAM",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Av. Universidad 3000, Torre de Rectoría, piso 6","Col. Ciudad Universitaria","04510","","","rectoria@unam.mx",-99.18697,19.33188,"http://sic.gob.mx/ficha.php?table=universidad&table_id=612","2023-08-08 06:51:00-06"
3562,"Instituto Nacional de Bellas Artes y Literatura (INBAL), Escuela Superior de Música","1936-04-01","Secretaría de Cultura/INBAL",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Fernández Leal 31","Barrio de la Concepción","04020","","","esm80.eventos@gmail.com",-99.16194,19.35021,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3562","2025-09-02 18:25:38-06"
3668,"UVM Coyoacán - Universidad del Valle de México","2008-08-01","Universidad del Valle de México",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Calz. de Tlalpan 3016/3058","Col. Ex Hacienda Coapa","04980","","","socialcontactcenter1@uvmnet.edu",-99.16194,19.35021,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3668","2025-09-19 17:45:19-06"
553,"Instituto de Comunicación y Filosofía, A.C.","1993-05-21","Instituto de comunicación y filosofía A.C.",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Av. Taxqueña 1792","Col. Paseos de Taxqueña","04250","","","informes@comfil.edu.mx",-99.12532,19.33866,"http://sic.gob.mx/ficha.php?table=universidad&table_id=553","2019-08-21 09:20:09-05"
3555,"Instituto Nacional de Bellas Artes y Literatura (INBAL), Escuela Nacional de Arte Teatral","1946-07-15","Secretaría de Cultura/INBAL",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Río Churubusco 79 esq. Calz. de Tlalpan","Col. Contry Club","04220","","","",-99.16194,19.35021,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3555","2025-09-10 19:52:05-06"
1588,"Universidad ICEL, Campus Tlalpan-Coyoacán","1990-11-01","Particular",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Calz. de Tlalpan 2754","Col. Prados Coyoacán","04810","","","",-99.13676,19.32085,"http://sic.gob.mx/ficha.php?table=universidad&table_id=1588","2025-10-30 16:22:48-06"
423,"Universidad Latina, Campus Sur","1996-01-02","Universidad Latina, S.C.",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Pedro Enríquez Ureña 173","Col. Los Reyes","04330","","","",-99.15522,19.33499,"http://sic.gob.mx/ficha.php?table=universidad&table_id=423","2019-11-13 08:49:01-06"
4323,"Facultad de Música","1929-08-07","UNAM",9,"Ciudad de México",3,"Coyoacán",1,"Coyoacán","Xicoténcatl 126","Col. Del Carmen","04100","","","direccion@fam.unam.mx",-99.15379,19.35422,"http://sic.gob.mx/ficha.php?table=universidad&table_id=4323","2025-08-15 17:25:53-06"
3873,"Universidad TecMilenio, campus Santa Fe","2023-10-11","Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM)/Ensañanza e Investigación Superior, A.C.",9,"Ciudad de México",4,"Cuajimalpa de Morelos",1,"Cuajimalpa de Morelos","Av. Vasco De Quiroga 3900, 2do Piso","Col. Lomas de Santa Fe","01219","","","informes@tecmilenio.edu.mx ",-99.27829,19.3613,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3873","2025-08-01 17:37:59-06"
1584,"Universidad Autónoma Metropolitana, Unidad Cuajimalpa ","2005-04-26","Universidad Autónoma Metropolitana (UAM)",9,"Ciudad de México",4,"Cuajimalpa de Morelos",1,"Cuajimalpa de Morelos","Av. Vasco de Quiroga 4871","Col. Santa Fe Cuajimalpa","05348","","","rectoria@correo.cua.uam.mx",-99.29972,19.35735,"http://sic.gob.mx/ficha.php?table=universidad&table_id=1584","2019-10-22 07:46:51-05"
3128,"Centro de Estudios Superiores de Diseño de Monterrey (CEDIM) CDMX","1000-01-01","",9,"Ciudad de México",4,"Cuajimalpa de Morelos",1,"Cuajimalpa de Morelos","Antonio Dovali Jaime 70, Torre C, piso 13. Corporativo Samara","Santa Fe","01210","","","posgrados-cdmx@cedim.edu.mx",-99.27405,19.35804,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3128","2019-04-29 07:14:05-05"
1582,"Universidad Autónoma Metropolitana, Unidad Cuajimalpa","2005-04-26","Universidad Autónoma Metropolitana (UAM)",9,"Ciudad de México",4,"Cuajimalpa de Morelos",1,"Cuajimalpa de Morelos","Av. Vasco de Quiroga 4871","Col. Santa Fe","05300","","","",-99.28183,19.353,"http://sic.gob.mx/ficha.php?table=universidad&table_id=1582","2021-04-16 06:41:02-05"
534,"Universidad Hebraica México","1992-01-01","Particular",9,"Ciudad de México",4,"Cuajimalpa de Morelos",1,"Cuajimalpa de Morelos","Prol. Av. de los Bosques 292-A, piso 5","Col. Lomas del Chamizal","05129","","","informacion@uhebraica.edu.mx",-99.25674,19.39905,"http://sic.gob.mx/ficha.php?table=universidad&table_id=534","2023-10-18 04:58:17-06"
3479,"Escuela Normal Bertha Von Glumer, Cuajimalpa ","1000-01-01","Particular",9,"Ciudad de México",4,"Cuajimalpa de Morelos",1,"Cuajimalpa de Morelos","José María Castorena 412","Col. Cuajimalpa","05000","","","rhumanascvg@ebvg.edu.mx",-99.29972,19.35735,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3479","2019-08-12 08:10:06-05"
514,"Universidad Westhill","1998-06-16","Particular",9,"Ciudad de México",4,"Cuajimalpa de Morelos",1,"Cuajimalpa de Morelos","Domingo García Ramos 56","Col. Prados de la Montaña 1 Santa Fe","05610","","","admisiones@uw.edu.mx",-99.26601,19.35697,"http://sic.gob.mx/ficha.php?table=universidad&table_id=514","2025-09-12 18:17:20-06"
229,"Instituto Nacional de Administración Pública","1955-02-07","Instituto Nacional de Administración Pública, A.C.",9,"Ciudad de México",4,"Cuajimalpa de Morelos",1,"Cuajimalpa de Morelos","Carr. Libre México-Toluca 2151 esq. Paseo de las Lilas","Col. Bosques","05110","","","inforinap@inap.es",-99.24874,19.38574,"http://sic.gob.mx/ficha.php?table=universidad&table_id=229","2024-12-20 10:05:04-06"
3571,"Centro de Investigación en Computación CIC, Zacatenco","1000-01-01","Instituto Politécnico Nacional",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. Juan de Dios Bátiz esq. Miguel Othón de Mendizábal","Col. Nueva Industrial Vallejo","07738","","","",-99.11333,19.48295,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3571","2019-09-19 04:23:24-05"
165,"Universidad Justo Sierra, Plantel Cien Metros","2003-09-24","Universidad Justo Sierra",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Eje Central Lázaro Cárdenas 1150","Col. Nueva Industria Vallejo","07700","","","",-99.15407,19.51148,"http://sic.gob.mx/ficha.php?table=universidad&table_id=165","2019-11-12 08:46:51-06"
467,"Universidad del Tepeyac","1975-09-17","",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Callao 802","Col. Lindavista","07300","","","admisiones@tepeyac.edu.mx",-99.12353,19.49161,"http://sic.gob.mx/ficha.php?table=universidad&table_id=467","2026-04-27 17:37:00-06"
2081,"Centro de Investigación y de Estudios Avanzados (CINVESTAV)","1961-04-17","Instituto Politécnico Nacional",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. Instituto Politécnico Nacional 2508 ","Col. San Pedro Zacatenco","07360","","","portal@cinvestav.mx",-99.1296,19.50658,"http://sic.gob.mx/ficha.php?table=universidad&table_id=2081","2019-07-24 09:09:47-05"
255,"Instituto de Prevención del Delito e Investigación Penitenciaria","1997-04-09","",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Calz. de Los Misterios 534","Col. Industrial","07800","","","contacto@ceju.edu.mx",-99.12359,19.47271,"http://sic.gob.mx/ficha.php?table=universidad&table_id=255","2025-06-26 19:05:15-06"
3423,"Colegio Las Rosas","1995-06-01","Particular",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. Plan de San Luis 58 ","Col. La Purísima Ticomán","07330","","","contacto@lasrosas.edu.mx",-99.13893,19.51393,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3423","2026-01-13 13:42:10-06"
240,"Universidad Insurgentes Plantel Norte","1992-09-02","Universidad Insurgentes",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Acueducto 13","Col. San Pedro Zacatenco","07360","","","informes.norte@uinsurgentes.mx",-99.11766,19.50223,"http://sic.gob.mx/ficha.php?table=universidad&table_id=240","2026-04-29 18:01:13-06"
4183,"Instituto Tecnológico de Gustavo A. Madero","2009-09-02","SEP/Tecnológico Nacional de México (TecNM)",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Calle 608 núm. 300 y Av. 412","Col. San Juan de Aragón","07470","","","",-99.06145,19.4621,"http://sic.gob.mx/ficha.php?table=universidad&table_id=4183","2024-08-19 14:37:51-06"
3481,"Escuela Normal Francés Pasteur","1000-01-01","Particular",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Prol. Misterios 59","Col. Villa de Guadalupe","07050","","","",-99.11333,19.48295,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3481","2019-08-12 09:00:53-05"
3602,"Unidad Profesional Interdisciplinaria de Ingeniería y Tecnologías Avanzadas","1997-07-16","Instituto Politécnico Nacional",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av Instituto Politécnico Nacional 2580","Col. La Laguna Ticomán","07340","","","",-99.12657,19.51133,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3602","2025-11-14 09:10:24-06"
588,"Colegio Francés Hidalgo de México, S.C.","1993-11-16","",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Huitzilihuitl 30","Col. Sta. Isabel Tola","07010","","","contacto@cfh.edu.mx ",-99.11408,19.49912,"http://sic.gob.mx/ficha.php?table=universidad&table_id=588","2024-07-11 14:04:14-06"
4160,"Instituto Tecnológico de Gustavo A. Madero II","2018-06-23","SEP/Tecnológico Nacional de México (TecNM)",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Morelos 193","Col. Loma La Palma","07160","","","dir_gamadero2@tecnm.mx",-99.1475,19.55446,"http://sic.gob.mx/ficha.php?table=universidad&table_id=4160","2025-08-15 17:09:24-06"
10,"Universidad Justo Sierra, plantel Acueducto","1994-02-03","Universidad Justo Sierra",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. Acueducto 914","Col. La Laguna Ticomán","07340","","","soporteplataforma@ujsierra.com.mx",-99.12503,19.51459,"http://sic.gob.mx/ficha.php?table=universidad&table_id=10","2022-07-25 07:42:38-05"
2414,"Escuela de Enfermeras de Guadalupe","1972-01-06","Pastoral Socio Caritativa de la Basílica",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Plaza San Lorenzo 13 ","Col. Tepeyac Insurgentes","07020","","","escuelaguadalupe@yahoo.com.mx",-99.11877,19.48637,"http://sic.gob.mx/ficha.php?table=universidad&table_id=2414","2021-04-24 09:13:46-05"
250,"Universidad ICEL, Campus La Villa","1990-05-25","Particular",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. Cantera 16","Col. Estanzuela","07060","","","patriciarubi@icel.edu.mx",-99.1153,19.48854,"http://sic.gob.mx/ficha.php?table=universidad&table_id=250","2022-01-03 03:59:02-06"
216,"Centro Universitario Patria","1960-01-01","Particular",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Carlota 68","Col. Guadalupe Tepeyac","07840","","","informe@cup.edu.mx",-99.12251,19.46675,"http://sic.gob.mx/ficha.php?table=universidad&table_id=216","2019-08-01 08:11:14-05"
256,"Instituto Gauss Jordan","1990-01-01","Particular",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Dvorak 59","Col. Vallejo","07870","","","contacto@gaussjordan.edu.mx",-99.12674,19.46798,"http://sic.gob.mx/ficha.php?table=universidad&table_id=256","2019-09-04 07:36:17-05"
3584,"Centro Mexicano para la Producción más Limpia","1996-03-29","Instituto Politécnico Nacional",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. Acueducto s/n","Col. Ticomán","07340","","","afloresv@ipn.mx",-99.11333,19.48295,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3584","2025-10-07 19:06:56-06"
3624,"Universidad Autónoma de Durango, campus CDMX","1992-02-01","Fomento Educativo y Cultural Francisco de Ibarra, A.C.",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Aquiles Serdán 46 entra Cuauhtémoc y Moctezuma","Col. Aragón La Villa","07000","","","contacto@cdmx.uad.edu.mx",-99.11749,19.48099,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3624","2025-07-28 19:24:58-06"
3631,"Universidad Autónoma de la Ciudad de México (UACM), Plantel Cuautepec","2007-10-01","Universidad Autónoma de la Ciudad de México (UACM)",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. La Corona 320","Col. Loma la Palma","07160","","","enrique.garduno@uacm.edu.mx",-99.14253,19.55592,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3631","2025-05-29 19:43:24-06"
3601,"Unidad Profesional Interdisciplinaria de Biotecnología","1000-01-01","Instituto Politécnico Nacional",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. Acueducto 550","Col. La Laguna Ticomán","07340","","","crm@ipn.mx",-99.11333,19.48295,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3601","2019-10-02 04:32:40-05"
3587,"Escuela Superior de Computo ESCOM, Zacatenco","1993-08-13","Instituto Politécnico Nacional",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Av. Juan de Dios Bátiz s/n esq. Av. Miguel Othón de Mendizabal","Col. Lindavista","07738","","","direccion_escom@ipn.mx",-99.14291,19.50314,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3587","2025-09-24 17:04:44-06"
3700,"Universidad Justo Sierra, Plantel Ticomán","1999-03-19","Universidad Justo Sierra",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Calz. Ticomán 892","Barrio Candelaria","","","","",-99.11333,19.48295,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3700","2025-09-10 18:00:47-06"
1569,"Universidad Pedagógica Nacional (UUPN) U-096 Norte","1000-01-01","Secretaría de Educación Pública",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Calle 659 núm. 39","Col. San Juan de Aragón, 5a. Sección","08400","","","unidad096@g.upn.mx",-99.05939,19.45147,"http://sic.gob.mx/ficha.php?table=universidad&table_id=1569","2023-12-07 04:51:45-06"
3592,"Escuela Superior de Ingeniería Mecánica y Eléctrica, Unidad Ticomán","1989-02-20","Instituto Politécnico Nacional",9,"Ciudad de México",5,"Gustavo A. Madero",1,"Gustavo A. Madero","Calz. Ticomán 600","Col. San José Ticomán","07340","","","esimeticoman@ipn.mx",-99.11333,19.48295,"http://sic.gob.mx/ficha.php?table=universidad&table_id=3592","2025-09-10 18:01:23-06"
